Tên đường,Tên phường,Quận,Giấy tờ pháp lý,Diện tích,Số tầng,Số phòng ngủ,Số nhà vệ sinh,Hướng cửa chính,Loại hình nhà ở,Giá (VNĐ),Giá hiển thị,Giá/m² (VNĐ)
Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,1,40,,2,,,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",112.5
Đường Lâm Văn Bền,Phường Tân Thuận Tây,Quận 7,1,50,2,3,2,,"Nhà ngõ, hẻm",4680000000,"4,68 tỷ",93.6
Đường Trần Xuân Soạn,Phường Tân Hưng,Quận 7,1,40,3,3,3,,"Nhà ngõ, hẻm",4200000000,"4,2 tỷ",105
Đường Duy Tân,Phường 15,Quận Phú Nhuận,1,59,4,5,5,Hướng Tây Nam,"Nhà ngõ, hẻm",8900000000,"8,9 tỷ",150.84746
Đường Âu Dương Lân,Phường 3,Quận 8,1,40,,2,2,,"Nhà ngõ, hẻm",4000000000,4 tỷ,100
Đường An Dương Vương,Phường 16,Quận 8,1,86,4,5,,,"Nhà ngõ, hẻm",5990000000,"5,99 tỷ",69.65116
Đường Thạnh Lộc 44,Phường Thạnh Lộc,Quận 12,1,80,3,4,3,,"Nhà mặt phố, mặt tiền",5100000000,"5,1 tỷ",63.75
Đường Tăng Bạt Hổ,Phường 11,Quận Bình Thạnh,1,45,,2,3,Hướng Đông,"Nhà ngõ, hẻm",3999999999,"3,999 tỷ",88.888885
Đường Hòa Hưng,Phường 13,Quận 10,1,25,4,3,3,Hướng Tây Bắc,"Nhà ngõ, hẻm",3800000000,"3,8 tỷ",152
Đường Nguyễn Thái Học,Phường Cầu Ông Lãnh,Quận 1,1,66,2,4,2,Hướng Đông Bắc,"Nhà ngõ, hẻm",11000000000,11 tỷ,166.66667
Nguyễn Thị Trọn,Xã Vĩnh Lộc A,Huyện Bình Chánh,1,210,3,11,,Hướng Đông,Nhà phố liền kề,9900000000,"9,9 tỷ",47.142857
Đoàn Văn Bơ ,Phường 14,Quận 4,1,12,3,2,2,,"Nhà ngõ, hẻm",1700000000,"1,7 tỷ",141.66667
Đường Tỉnh lộ 10,Phường Bình Trị Đông B,Quận Bình Tân,1,118,6,11,7,Hướng Nam,"Nhà ngõ, hẻm",9700000000,"9,7 tỷ",82.20339
Hẻm 12 Nguyễn Đình Chiểu,Phường Đa Kao,Quận 1,1,24,3,2,2,Hướng Đông Bắc,"Nhà ngõ, hẻm",4900000000,"4,9 tỷ",204.16667
Đường Trần Khắc Chân,Phường Tân Định,Quận 1,1,32,3,3,3,Hướng Bắc,"Nhà ngõ, hẻm",83000000000,83 tỷ,2593.75
Đường số 2,Phường 16,Quận Gò Vấp,1,53,1,2,1,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",5400000000,"5,4 tỷ",101.886795
Đường Tân Thới Hiệp 09,Phường Tân Thới Hiệp,Quận 12,1,49,2,3,3,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",4500000000,"4,5 tỷ",91.83673
Đường Nguyễn Tư Giản,Phường 12,Quận Gò Vấp,1,65,4,4,5,Hướng Tây Bắc,"Nhà ngõ, hẻm",8500000000,"8,5 tỷ",130.76923
Đường Nguyễn Văn Quá,Phường Tân Thới Hiệp,Quận 12,1,28,,2,,,"Nhà ngõ, hẻm",1560000000,"1,56 tỷ",55.714287
Đường Đông Thạnh 4-2,Xã Đông Thạnh,Huyện Hóc Môn,1,60,,1,1,,"Nhà mặt phố, mặt tiền",3390000000,"3,39 tỷ",56.5
Đường Liên khu 5-6,Phường Bình Hưng Hoà B,Quận Bình Tân,1,58,3,3,2,,"Nhà ngõ, hẻm",4200000000,"4,2 tỷ",72.413795
Đường Số 16,Phường Bình Hưng Hòa,Quận Bình Tân,1,43,,3,2,,"Nhà ngõ, hẻm",3550000000,"3,55 tỷ",82.558136
Cách Mạng Tháng Tám,Phường 15,Quận 10,1,25,6,5,5,Hướng Đông Nam,"Nhà ngõ, hẻm",5600000000,"5,6 tỷ",224
Dương Tự Quán,Phường An Lạc A,Quận Bình Tân,1,22,2,2,1,Hướng Bắc,"Nhà ngõ, hẻm",2400000000,"2,4 tỷ",109.09091
Quốc lộ 13,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,59,,4,4,,"Nhà mặt phố, mặt tiền",6900000000,"6,9 tỷ",116.94915
Đường Huỳnh Văn Nghệ,Phường 12,Quận Gò Vấp,1,56.0998,2,2,2,Hướng Tây Nam,"Nhà mặt phố, mặt tiền",5000000000,5 tỷ,89.12688
Đường Phan Xích Long,Phường 16,Quận 11,1,64,3,4,3,,"Nhà mặt phố, mặt tiền",12000000000,12 tỷ,187.5
Đường Nguyễn Thái Học,Phường Cầu Ông Lãnh,Quận 1,1,65,5,6,6,Hướng Đông Bắc,"Nhà mặt phố, mặt tiền",38000000000,38 tỷ,584.61536
Đường Võ Văn Tần,Phường 5,Quận 3,1,38,,4,,,"Nhà ngõ, hẻm",10590000000,"10,59 tỷ",278.6842
Đường Đỗ Xuân Hợp,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,1,108.6998,,4,5,,"Nhà mặt phố, mặt tiền",11000000000,11 tỷ,101.19614
Đường Lê Lai,Phường 12,Quận Tân Bình,1,78,,3,,,"Nhà mặt phố, mặt tiền",9000000000,9 tỷ,115.38461
Đường Đỗ Xuân Hợp,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,1,108.6998,,4,5,,"Nhà mặt phố, mặt tiền",11000000000,11 tỷ,101.19614
Đường Lê Lai,Phường 12,Quận Tân Bình,1,78,,3,,,"Nhà mặt phố, mặt tiền",9000000000,9 tỷ,115.38461
Đường 59,Phường 14,Quận Gò Vấp,1,50.4,,2,2,Hướng Đông Nam,"Nhà ngõ, hẻm",5190000000,"5,19 tỷ",102.97619
Đường Phan Văn Hớn,Xã Bà Điểm,Huyện Hóc Môn,5,60,2,2,2,,"Nhà mặt phố, mặt tiền",1250000000,"1,25 tỷ",20.833334
Đường Nguyễn Thị Minh Khai,Phường Võ Thị Sáu,Quận 3,,24,3,3,3,Hướng Tây Nam,"Nhà ngõ, hẻm",4500000000,"4,5 tỷ",187.5
Hẻm 26 Nguyễn Bỉnh Khiêm,Phường Đa Kao,Quận 1,1,120,5,11,7,Hướng Đông Nam,"Nhà ngõ, hẻm",18000000000,18 tỷ,150
Thạnh Xuân 21,Phường Thạnh Xuân,Quận 12,1,76.5,3,4,3,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",7900000000,"7,9 tỷ",103.267975
Đường Phan Huy Ích,Phường 14,Quận Gò Vấp,1,32,2,3,2,,"Nhà ngõ, hẻm",3550000000,"3,55 tỷ",110.9375
Thạnh Lộc 47,Phường Thạnh Lộc,Quận 12,2,60,5,4,5,Hướng Tây Nam,"Nhà mặt phố, mặt tiền",6590000000,"6,59 tỷ",109.833336
Đường Thạnh Xuân 25,Phường Thạnh Xuân,Quận 12,1,60,5,4,5,Hướng Tây Bắc,Nhà phố liền kề,6590000000,"6,59 tỷ",109.833336
Đường Hà Huy Giáp,Phường Thạnh Lộc,Quận 12,2,52,5,4,5,Hướng Tây Bắc,Nhà phố liền kề,5900000000,"5,9 tỷ",113.46154
Đường Tân Thới Nhất 5,Phường Tân Thới Nhất,Quận 12,1,80,4,4,3,,"Nhà ngõ, hẻm",7000000000,7 tỷ,87.5
Đường Thạnh Lộc 19,Phường Thạnh Lộc,Quận 12,1,54,4,6,4,Hướng Tây Nam,"Nhà ngõ, hẻm",6100000000,"6,1 tỷ",112.96296
Lê Sao,Phường Phú Thạnh,Quận Tân Phú,1,60,1,1,1,,"Nhà mặt phố, mặt tiền",6000000000,6 tỷ,100
Đường Thạnh Lộc 29,Phường Thạnh Lộc,Quận 12,1,72,5,4,5,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",8300000000,"8,3 tỷ",115.27778
Đường Liên Xã Thị Trấn Tân Hiệp,Xã Tân Hiệp,Huyện Hóc Môn,1,75,1,1,1,Hướng Đông Bắc,"Nhà ngõ, hẻm",1750000000,"1,75 tỷ",23.333334
Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,1,23,3,3,2,,"Nhà ngõ, hẻm",1280000000,"1,28 tỷ",55.652172
Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,1,57,2,2,2,Hướng Đông Nam,"Nhà ngõ, hẻm",3800000000,"3,8 tỷ",66.666664
Đường Hà Huy Giáp,Phường Thạnh Xuân,Quận 12,1,56,5,4,5,Hướng Đông Bắc,"Nhà ngõ, hẻm",5550000000,"5,55 tỷ",99.10714
Thạnh Lộc 26,Phường Thạnh Lộc,Quận 12,2,50.2,5,4,5,Hướng Đông Bắc,Nhà phố liền kề,6300000000,"6,3 tỷ",125.49801
Đường Nhật Tảo,Phường 8,Quận 10,1,33,4,4,3,,"Nhà ngõ, hẻm",6300000000,"6,3 tỷ",190.90909
Thạnh Lộc 31,Phường Thạnh Lộc,Quận 12,1,98.5,3,4,3,Hướng Đông Bắc,"Nhà mặt phố, mặt tiền",7400000000,"7,4 tỷ",75.12691
Đường Huỳnh Văn Trí,Xã Bình Chánh,Huyện Bình Chánh,1,80,2,2,2,,"Nhà ngõ, hẻm",1200000000,"1,2 tỷ",15
Đường Số 2,Phường Tân Quy,Quận 7,5,22,1,2,2,Hướng Tây,"Nhà ngõ, hẻm",1450000000,"1,45 tỷ",65.90909
Đường Đỗ Nhuận,Phường Sơn Kỳ,Quận Tân Phú,1,60,,2,,,Nhà phố liền kề,3500000000,"3,5 tỷ",58.333332
Nông trường Tam Tân,Xã Thái Mỹ,Huyện Củ Chi,1,160,,1,2,,Nhà biệt thự,5600000000,"5,6 tỷ",35
Đường Trần Quý Cáp,Phường 11,Quận Bình Thạnh,1,94.0998,,3,6,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",23500000000,"23,5 tỷ",249.73486
Đào Trí,Phường Phú Thuận,Quận 7,5,47,,1,,,"Nhà mặt phố, mặt tiền",1500000000,"1,5 tỷ",31.914894
Đường Trương Thị Hoa,Phường Tân Thới Hiệp,Quận 12,1,140,2,5,,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",37.142857
9,Phường Linh Tây (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,135,4,3,4,Hướng Đông Nam,"Nhà ngõ, hẻm",8600000000,"8,6 tỷ",63.703705
Hẻm 112 Bùi Quang Là,Phường 12,Quận Gò Vấp,1,48.5,,2,2,Hướng Đông Nam,"Nhà ngõ, hẻm",4350000000,"4,35 tỷ",89.69072
Đường Bông Sao,Phường 5,Quận 8,1,197.1999,5,5,5,Hướng Bắc,Nhà biệt thự,27500000000,"27,5 tỷ",139.45241
Đường Lê Văn Lương,Xã Nhơn Đức,Huyện Nhà Bè,1,24,3,2,2,,"Nhà ngõ, hẻm",1230000000,"1,23 tỷ",51.25
Đường Lò Lu,Phường Trường Thạnh (Quận 9 cũ),Thành phố Thủ Đức,1,71,2,2,2,,"Nhà ngõ, hẻm",4000000000,4 tỷ,56.338028
Đường Thăng Long,Phường 4,Quận Tân Bình,1,117.3,4,5,4,Hướng Đông Nam,"Nhà mặt phố, mặt tiền",25500000000,"25,5 tỷ",217.39131
Đường Võ Duy Ninh,Phường 22,Quận Bình Thạnh,1,35,4,3,2,Hướng Nam,"Nhà ngõ, hẻm",5300000000,"5,3 tỷ",151.42857
Đường Nguyễn Duy Trinh,Phường Long Trường (Quận 9 cũ),Thành phố Thủ Đức,1,77,,2,1,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",45.454544
Đường Thới An 15,Phường Thới An,Quận 12,2,28.5,3,4,3,Hướng Tây,Nhà phố liền kề,1850000000,"1,85 tỷ",64.91228
Đường Tôn Thất Thuyết,Phường 3,Quận 4,1,29.7999,,1,2,Hướng Nam,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",83.8929
An Hạ,Xã Phạm Văn Hai,Huyện Bình Chánh,1,300,,11,7,,"Nhà ngõ, hẻm",525000000,525 triệu,1.75
Đường Tôn Thất Thuyết,Phường 3,Quận 4,1,29.7999,,1,2,Hướng Nam,"Nhà ngõ, hẻm",2500000000,"2,5 tỷ",83.8929
An Hạ,Xã Phạm Văn Hai,Huyện Bình Chánh,1,300,,11,7,,"Nhà ngõ, hẻm",525000000,525 triệu,1.75
Nguyễn Tiểu La,Phường 8,Quận 10,1,30,,3,4,,Nhà phố liền kề,5800000000,"5,8 tỷ",193.33333
Đường Lê Tấn Bê,Phường An Lạc,Quận Bình Tân,1,60,3,4,4,,"Nhà ngõ, hẻm",5700000000,"5,7 tỷ",95
Đường Gò Xoài,Phường Bình Hưng Hoà A,Quận Bình Tân,1,60,3,4,3,,"Nhà ngõ, hẻm",5250000000,"5,25 tỷ",87.5
Đường Nơ Trang Long,Phường 12,Quận Bình Thạnh,1,130,8,11,7,Hướng Tây Nam,"Nhà ngõ, hẻm",24500000000,"24,5 tỷ",188.46153
Đường Nguyễn Tiểu La,Phường 8,Quận 10,1,31,4,3,3,,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",187.09677
Đường Hồng Hà,Phường 2,Quận Tân Bình,1,30,4,4,4,,"Nhà mặt phố, mặt tiền",11800000000,"11,8 tỷ",393.33334
Phan Huy Ích,Phường 14,Quận Gò Vấp,1,36,2,2,2,Hướng Tây,"Nhà ngõ, hẻm",4000000000,4 tỷ,111.111115
Kênh T10,Xã Xuân Thới Thượng,Huyện Hóc Môn,1,780,1,4,1,Hướng Tây Nam,"Nhà mặt phố, mặt tiền",15000000000,15 tỷ,19.23077
Đường Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,32,1,2,2,Hướng Đông Bắc,Nhà phố liền kề,700000000,700 triệu,21.875
Đường Quang Trung,Thị trấn Hóc Môn,Huyện Hóc Môn,1,25,2,1,2,,"Nhà ngõ, hẻm",1390000000,"1,39 tỷ",55.6
Đường Lê Trọng Tấn,Phường Tây Thạnh,Quận Tân Phú,1,62,2,4,2,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",88.70968
Đường Ni Sư Huỳnh Liên,Phường 10,Quận Tân Bình,1,49,5,4,4,,"Nhà ngõ, hẻm",6600000000,"6,6 tỷ",134.69388
Đường Nguyễn Kim,Phường 7,Quận 10,1,32.4,3,2,2,,"Nhà ngõ, hẻm",5790000000,"5,79 tỷ",178.7037
Big C,Phường 13,Quận Tân Bình,1,40,,3,,,"Nhà ngõ, hẻm",3900000000,"3,9 tỷ",97.5
Nguyễn Văn Bứa,Xã Xuân Thới Sơn,Huyện Hóc Môn,1,40,,2,1,,"Nhà mặt phố, mặt tiền",250000000,250 triệu,6.25
Đường Trần Thị Nơi,Phường 4,Quận 8,1,80,,5,5,,"Nhà mặt phố, mặt tiền",13900000000,"13,9 tỷ",173.75
Đường Bùi Đình Tuý,Phường 12,Quận Bình Thạnh,1,30.7,4,3,4,,"Nhà mặt phố, mặt tiền",6500000000,"6,5 tỷ",211.72638
Đường Huỳnh Đình Hai,Phường 24,Quận Bình Thạnh,1,56.4,5,5,5,,"Nhà ngõ, hẻm",9900000000,"9,9 tỷ",175.53192
Đường Điện Biên Phủ,Phường 15,Quận Bình Thạnh,1,115,5,11,7,,"Nhà ngõ, hẻm",14100000000,"14,1 tỷ",122.608696
Hẻm 503 Phạm Văn Bạch,Phường 15,Quận Tân Bình,1,80,,2,,,"Nhà mặt phố, mặt tiền",13800000000,"13,8 tỷ",172.5
Nguyễn Tiểu La,Phường 8,Quận 10,1,31,,3,,,Nhà phố liền kề,5800000000,"5,8 tỷ",187.09677
Đường Phan Đăng Lưu,Phường 7,Quận Bình Thạnh,1,82,4,5,5,,"Nhà ngõ, hẻm",13900000000,"13,9 tỷ",169.51219
Ngô Tất Tố,Phường 19,Quận Bình Thạnh,1,62,3,4,5,,"Nhà ngõ, hẻm",14500000000,"14,5 tỷ",233.87097
Hẻm 222 Đường Bùi Đình Túy,Phường 12,Quận Bình Thạnh,1,28,2,2,2,Hướng Đông,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",133.92857
Đường Bà Hom,Phường 13,Quận 6,1,40,2,3,2,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",87.5
Đường Phạm Thế Hiển,Phường 3,Quận 8,1,14,1,3,2,,"Nhà ngõ, hẻm",1050000000,"1,05 tỷ",75
Đường Út Tịch,Phường 4,Quận Tân Bình,1,57,,4,,,Nhà phố liền kề,3240000000,"3,24 tỷ",56.842106
Đường Nơ Trang Long,Phường 13,Quận Bình Thạnh,1,70,,3,,,"Nhà ngõ, hẻm",6600000000,"6,6 tỷ",94.28571
Đường Lương Văn Can,Phường 15,Quận 8,1,67,1,2,,,"Nhà mặt phố, mặt tiền",7000000000,7 tỷ,104.477615
Đường Nguyễn Trãi,Phường 7,Quận 5,1,40,,5,6,,"Nhà ngõ, hẻm",9800000000,"9,8 tỷ",245
Đường Bát Nàn,Phường Bình Trưng Tây (Quận 2 cũ),Thành phố Thủ Đức,1,272,4,6,6,,Nhà biệt thự,55900000000,"55,9 tỷ",205.51471
Đường Đoàn Nguyễn Tuấn,Thị trấn Tân Túc,Huyện Bình Chánh,1,90,,4,3,,"Nhà mặt phố, mặt tiền",825000000,825 triệu,9.166667
Đường Số 1,Phường Trường Thọ (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,65,,3,,,"Nhà ngõ, hẻm",6000000000,6 tỷ,92.30769
Đường Hoàng Văn Thụ,Phường 9,Quận Phú Nhuận,1,35,1,4,3,,Nhà phố liền kề,6950000000,"6,95 tỷ",198.57143
An Phú Đông 09,Phường An Phú Đông,Quận 12,1,62,1,2,2,,"Nhà mặt phố, mặt tiền",7250000000,"7,25 tỷ",116.935486
Đường Dương Bá Trạc,Phường 1,Quận 8,1,45,4,4,3,Hướng Tây Nam,"Nhà ngõ, hẻm",7150000000,"7,15 tỷ",158.88889
Đường Văn Thân,Phường 8,Quận 6,1,21,2,2,2,Hướng Tây,"Nhà ngõ, hẻm",1750000000,"1,75 tỷ",83.333336
Đường Trần Ðình Xu,Phường Cầu Kho,Quận 1,1,78,5,5,6,,"Nhà ngõ, hẻm",11800000000,"11,8 tỷ",151.28206
Đường Trần Ðình Xu,Phường Cầu Kho,Quận 1,1,78,5,5,6,,"Nhà ngõ, hẻm",11800000000,"11,8 tỷ",151.28206
Liên Khu 1-6,Phường Bình Trị Đông A,Quận Bình Tân,1,64,,4,4,,"Nhà ngõ, hẻm",6800000000,"6,8 tỷ",106.25
Đường số 7,Phường An Lạc,Quận Bình Tân,1,72,4,4,4,,"Nhà mặt phố, mặt tiền",7300000000,"7,3 tỷ",101.388885
Đường Lê Trọng Tấn,Phường Bình Hưng Hòa,Quận Bình Tân,1,102,4,4,4,,"Nhà ngõ, hẻm",10200000000,"10,2 tỷ",100
Đường Đình Phong Phú,Phường Tăng Nhơn Phú B (Quận 9 cũ),Thành phố Thủ Đức,1,91,1,2,1,,"Nhà ngõ, hẻm",4550000000,"4,55 tỷ",50
Đường Thạnh Xuân 38,Phường Thạnh Xuân,Quận 12,1,80,3,3,4,Hướng Đông Bắc,"Nhà ngõ, hẻm",4680000000,"4,68 tỷ",58.5
Đường SINCO,Phường Bình Trị Đông B,Quận Bình Tân,1,64,,1,1,Hướng Tây Nam,"Nhà ngõ, hẻm",3600000000,"3,6 tỷ",56.25
Đường số 22,Phường Linh Đông (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,50,,3,2,,"Nhà ngõ, hẻm",5500000000,"5,5 tỷ",110
Bà Hom,Phường 13,Quận 6,1,26,3,2,2,,"Nhà ngõ, hẻm",2190000000,"2,19 tỷ",84.23077
Đường Quang Trung,Phường 11,Quận Gò Vấp,1,45,2,2,2,Hướng Nam,"Nhà ngõ, hẻm",4180000000,"4,18 tỷ",92.888885
Đường Phan Văn Hớn,Xã Xuân Thới Thượng,Huyện Hóc Môn,5,36,3,3,2,Hướng Đông,"Nhà mặt phố, mặt tiền",1660000000,"1,66 tỷ",46.11111
Đường Trương Vĩnh Ký,Phường Tân Thành,Quận Tân Phú,1,180,3,4,4,,"Nhà mặt phố, mặt tiền",19000000000,19 tỷ,105.55556
Đường Nguyễn Văn Quá,Phường Đông Hưng Thuận,Quận 12,1,60,2,3,3,,"Nhà ngõ, hẻm",3800000000,"3,8 tỷ",63.333332
Đường Lê Văn Lương,Xã Phước Kiển,Huyện Nhà Bè,1,52,3,4,3,,"Nhà ngõ, hẻm",3100000000,"3,1 tỷ",59.615383
Đường Số 8,Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,54,3,4,4,,"Nhà ngõ, hẻm",5650000000,"5,65 tỷ",104.62963
Đường Số 8,Xã Bình Hưng,Huyện Bình Chánh,1,100,4,5,6,,"Nhà mặt phố, mặt tiền",15000000000,15 tỷ,150
Đường Nguyễn Trọng Tuyển,Phường 1,Quận Tân Bình,1,204,2,4,,,Nhà biệt thự,37000000000,37 tỷ,181.37254
Đường Võ Thị Phải,Phường Thới An,Quận 12,1,58,2,3,3,,"Nhà ngõ, hẻm",2950000000,"2,95 tỷ",50.86207
Đường Lê Văn Sỹ,Phường 12,Quận 3,1,58,6,6,7,,"Nhà ngõ, hẻm",12650000000,"12,65 tỷ",218.10345
Đường Tân Chánh Hiệp 18,Phường Tân Chánh Hiệp,Quận 12,1,48,2,2,2,,"Nhà ngõ, hẻm",3750000000,"3,75 tỷ",78.125
Đường Bình Tiên,Phường 4,Quận 6,1,55,5,4,5,,"Nhà ngõ, hẻm",6390000000,"6,39 tỷ",116.181816
Đường Thống Nhất,Phường 15,Quận Gò Vấp,1,60,4,4,,,"Nhà ngõ, hẻm",7200000000,"7,2 tỷ",120
Đường Cộng Hòa,Phường 13,Quận Tân Bình,1,56.2999,,2,2,,"Nhà ngõ, hẻm",5100000000,"5,1 tỷ",90.5863
Đường Huỳnh Văn Bánh,Phường 13,Quận Phú Nhuận,1,48,5,4,4,,"Nhà ngõ, hẻm",9500000000,"9,5 tỷ",197.91667
Đường số 6D,Phường Bình Trị Đông B,Quận Bình Tân,1,100,4,5,4,Hướng Tây,"Nhà mặt phố, mặt tiền",13500000000,"13,5 tỷ",135
Đường Nguyễn Kiệm,Phường 4,Quận Phú Nhuận,1,216,,4,3,Hướng Tây,"Nhà mặt phố, mặt tiền",32000000000,32 tỷ,148.14815
Đường Phạm Đăng Giảng,Phường Bình Hưng Hòa,Quận Bình Tân,1,60,5,8,7,Hướng Tây Nam,"Nhà ngõ, hẻm",6300000000,"6,3 tỷ",105
Đường Huỳnh Văn Trí,Xã Bình Chánh,Huyện Bình Chánh,1,100,,3,,,"Nhà mặt phố, mặt tiền",1160000000,"1,16 tỷ",11.6
Đường  Bùi Văn Ba,Phường Tân Thuận Đông,Quận 7,5,16.7999,2,1,1,,"Nhà ngõ, hẻm",830000000,830 triệu,49.405056
Đường Số 185 Dương Đình Hội,Phường Phước Long B (Quận 9 cũ),Thành phố Thủ Đức,1,70,,4,4,,"Nhà ngõ, hẻm",5200000000,"5,2 tỷ",74.28571
Đường Phạm Thị Giây,Xã Thới Tam Thôn,Huyện Hóc Môn,1,72,,4,3,,"Nhà ngõ, hẻm",3980000000,"3,98 tỷ",55.27778
Đường Đỗ Xuân Hợp,Phường Phước Long A (Quận 9 cũ),Thành phố Thủ Đức,1,46,,4,4,,"Nhà ngõ, hẻm",4800000000,"4,8 tỷ",104.347824
Đường Võ Văn Ngân,Phường Linh Chiểu (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,66,,3,3,,"Nhà ngõ, hẻm",6000000000,6 tỷ,90.90909
Hẻm 232 Hương lộ 80,Phường Bình Hưng Hoà B,Quận Bình Tân,1,78,,2,,,"Nhà ngõ, hẻm",4800000000,"4,8 tỷ",61.53846
Đường Thống Nhất,Phường 16,Quận Gò Vấp,1,50,3,4,,,"Nhà ngõ, hẻm",6390000000,"6,39 tỷ",127.8
Đường Đoàn Văn Bơ,Phường 10,Quận 4,1,66,4,8,6,,"Nhà ngõ, hẻm",8000000000,8 tỷ,121.21212
Đường Gò Xoài,Phường Bình Hưng Hoà A,Quận Bình Tân,1,68,4,5,6,,"Nhà ngõ, hẻm",5750000000,"5,75 tỷ",84.55882
Đường Kha Vạn Cân,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,16,,2,1,,"Nhà ngõ, hẻm",1650000000,"1,65 tỷ",103.125
Đường Huỳnh Thị Hai,Phường Tân Chánh Hiệp,Quận 12,1,76,,2,,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",46.05263
Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,1,56,4,4,4,Hướng Tây Nam,"Nhà ngõ, hẻm",5785000000,"5,785 tỷ",103.30357
Đường Huỳnh Thị Hai,Phường Tân Chánh Hiệp,Quận 12,1,76,,2,,,"Nhà ngõ, hẻm",3500000000,"3,5 tỷ",46.05263
Đường Lê Đức Thọ,Phường 16,Quận Gò Vấp,1,56,4,4,4,Hướng Tây Nam,"Nhà ngõ, hẻm",5785000000,"5,785 tỷ",103.30357
Đường Liên khu 4-5,Phường Bình Hưng Hoà B,Quận Bình Tân,1,95,3,3,3,,"Nhà ngõ, hẻm",4900000000,"4,9 tỷ",51.57895
Đường Trần Bình Trọng,Phường 5,Quận Bình Thạnh,1,60.5999,4,4,5,,"Nhà ngõ, hẻm",7800000000,"7,8 tỷ",128.71309
Đường Ba Vân,Phường 14,Quận Tân Bình,1,75,,5,6,,Nhà phố liền kề,10000000000,10 tỷ,133.33333
Đường Lạc Long Quân,Phường 10,Quận 11,1,48,4,4,4,,Nhà phố liền kề,8500000000,"8,5 tỷ",177.08333
Đường Phan Văn Hớn,Phường Tân Thới Nhất,Quận 12,1,200,3,4,3,,"Nhà ngõ, hẻm",11400000000,"11,4 tỷ",57
Đường Lê Văn Thọ,Phường 16,Quận Gò Vấp,1,48,,4,3,,"Nhà ngõ, hẻm",5800000000,"5,8 tỷ",120.833336
Đường Mạc Vân,Phường 13,Quận 8,1,50,2,3,2,,"Nhà ngõ, hẻm",4350000000,"4,35 tỷ",87
Đường Lũy Bán Bích,Phường Tân Thành,Quận Tân Phú,1,160,,2,,,"Nhà mặt phố, mặt tiền",38500000000,"38,5 tỷ",240.625
Đường Trần Mai Ninh,Phường 12,Quận Tân Bình,1,56,,4,,,"Nhà mặt phố, mặt tiền",8700000000,"8,7 tỷ",155.35715
Đường số 48,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,100.5,2,5,4,Hướng Bắc,"Nhà ngõ, hẻm",7500000000,"7,5 tỷ",74.62687
Đường Nguyễn Thượng Hiền,Phường 5,Quận Bình Thạnh,1,65,,5,,,"Nhà ngõ, hẻm",8000000000,8 tỷ,123.07692
Đường Số 17,Phường Hiệp Bình Chánh (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,56,5,5,5,,"Nhà mặt phố, mặt tiền",9200000000,"9,2 tỷ",164.28572
Đường Phan Xích Long,Phường 3,Quận Phú Nhuận,1,150,,11,7,,"Nhà ngõ, hẻm",23000000000,23 tỷ,153.33333
"Số 309 Đường Cách Mạng Tháng Tám, Phường Cải Đan, Sông Công, Thái Nguyên",Phường Hiệp Bình Phước (Quận Thủ Đức cũ),Thành phố Thủ Đức,1,182,5,6,7,,"Nhà mặt phố, mặt tiền",33500000000,"33,5 tỷ",184.06593
161 Lạc Long Quân,Phường 3,Quận 11,1,48,4,5,5,,Nhà phố liền kề,8500000000,"8,5 tỷ",177.08333
Đường Đồng Đen,Phường 12,Quận Tân Bình,1,67.5,,2,,,"Nhà ngõ, hẻm",6200000000,"6,2 tỷ",91.85185
